Chip Run Info;\\pnas1.stockage.inra.fr\vdl-isp\Ibir\Fluidigm\2023_03_28_CGitton\ChipRun.bml;1362900136;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2023 18:35;00:30:37;BIOMARKHD434;SamplePlateName: Undefined;SamplePlateBarCode: Undefined;ReagentPlateName: Undefined;ReagentPlateBarCode: Undefined;;;;;;;;;;;
Application Version;4.7.1;;;;;;;;;;;;;;;;;;;;;;;
Application Build;20200930.1707;;;;;;;;;;;;;;;;;;;;;;;
Export Type;Table Results;;;;;;;;;;;;;;;;;;;;;;;
Quality Threshold;0,65;;;;;;;;;;;;;;;;;;;;;;;
Baseline Correction Method;Linear (Derivative);;;;;;;;;;;;;;;;;;;;;;;
Ct Threshold Method;Auto (Global);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen
Chamber;Sample;Sample;Sample;Sample;EvaGreen;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Delta Ct Sample;Delta Ct Sample;Delta Ct Sample;Delta Ct Reagent;Delta Ct Reagent;Delta Ct Reagent;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Tm;Tm;Tm
ID;Name;Type;rConc;Reference;Name;Type;Reference;Value;Quality;Call;Threshold;Value;Quality;Call;Value;Quality;Call;Value;Fold Change;Quality;Call;In Range;Out Range;Peak Ratio
S47-A65;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;12,0633478;0,903956686;Pass;0,015433382;-0,70021695;0,903956686;Pass;6,179744613;0,804790657;Pass;-0,32513733;1,252783685;0,804790657;Pass;80,66466191;999;1
S52-A65;ADNc-408;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,5699021;1;Pass;0,015433382;999;0;Flag;4,299842179;1;Pass;999;-1;0;Flag;80,6864193;999;1
S46-A65;ADNc-327;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;19,02802224;1;Pass;0,015433382;999;0;Flag;7,123104044;1;Pass;999;-1;0;Flag;80,69911315;999;1
S51-A65;ADNc-400;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;17,07691234;1;Pass;0,015433382;999;0;Flag;6,834830924;1;Pass;999;-1;0;Flag;80,71735776;999;1
S45-A65;ADNc-369;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;9,801811559;1;Pass;0,015433382;999;0;Flag;4,410111185;0,875718733;Pass;999;-1;0;Flag;80,71902305;999;1
S50-A65;ADNc-392;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,04410739;1;Pass;0,015433382;999;0;Flag;3,730103053;1;Pass;999;-1;0;Flag;80,81486898;999;1
S44-A65;ADNc-357;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;7,281258239;1;Pass;0,015433382;999;0;Flag;3,463295165;0,60175174;Flag;999;-1;0;Flag;80,82650363;999;1
S49-A65;ADNc-384;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;15,83857924;1;Pass;0,015433382;999;0;Flag;6,137001666;1;Pass;999;-1;0;Flag;80,86478925;999;1
S43-A65;ADNc-349;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,56069972;1;Pass;0,015433382;999;0;Flag;3,284515699;1;Pass;999;-1;0;Flag;80,90082942;999;1
S96-A66;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;STAT2;Test;ACTB,GAPDH,PPIA;11,92253286;1;Pass;0,015433382;0,266172682;0,996261086;Pass;6,268387342;0,92858295;Pass;0,280162085;0,823498493;0,855191018;Pass;85,06942506;999;1
S06-A66;ADNc-338;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,38401291;1;Pass;0,015433382;999;0;Flag;5,186378881;1;Pass;999;-1;0;Flag;85,05010455;999;1
S95-A66;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;12,16791838;0,799273601;Pass;0,015433382;-0,218896;0,799273601;Pass;6,31912639;0,776069412;Pass;0,190994816;0,876001463;0,776069412;Pass;84,87348783;999;1
S05-A66;ADNc-412;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,19286;1;Pass;0,015433382;999;0;Flag;4,592219108;1;Pass;999;-1;0;Flag;84,84390223;999;1
S94-A66;ADNc-ANSES-2;Reference;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,64587292;0,980267612;Pass;0,015433382;0;0,980267612;Pass;6,025836545;0,900271744;Pass;0;1;0,900271744;Pass;84,82275621;999;1
S04-A66;ADNc-404;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,08964061;1;Pass;0,015433382;999;0;Flag;5,797738373;1;Pass;999;-1;0;Flag;84,71310871;999;1
S93-A66;ADNc-314;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,03219251;1;Pass;0,015433382;999;0;Flag;5,88645621;1;Pass;999;-1;0;Flag;84,74480707;999;1
S03-A66;ADNc-396;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,74968071;1;Pass;0,015433382;999;0;Flag;5,649513394;1;Pass;999;-1;0;Flag;84,71597269;999;1
S92-A66;ADNc-365;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,05424463;1;Pass;0,015433382;999;0;Flag;4,118240975;1;Pass;999;-1;0;Flag;84,69991026;999;1
S02-A66;ADNc-388;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,59464892;1;Pass;0,015433382;999;0;Flag;5,011611004;1;Pass;999;-1;0;Flag;84,74430155;999;1
S91-A66;ADNc-353;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,05411107;1;Pass;0,015433382;999;0;Flag;6,190455672;0,876508807;Pass;999;-1;0;Flag;84,72624195;999;1
S01-A66;ADNc-380;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,70847772;1;Pass;0,015433382;999;0;Flag;5,485758278;1;Pass;999;-1;0;Flag;84,64231003;999;1
S90-A66;ADNc-345;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,21860234;1;Pass;0,015433382;999;0;Flag;5,453244631;0,84645651;Pass;999;-1;0;Flag;84,72589796;999;1
S12-A66;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;12,42378737;0,833772055;Pass;0,015433382;0,036972988;0,833772055;Pass;6,04664736;0,833772055;Pass;-0,081484214;1,058106038;0,833772055;Pass;84,5930325;999;1
S89-A66;ADNc-419;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,41638431;1;Pass;0,015433382;999;0;Flag;5,440111793;1;Pass;999;-1;0;Flag;84,62571247;999;1
S11-A66;ADNc-ANSES-3;Reference;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,65636018;0,996261086;Pass;0,015433382;0;0,996261086;Pass;5,988225257;0,855191018;Pass;0;1;0,855191018;Pass;84,47360602;999;1
S88-A66;ADNc-411;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,11139501;1;Pass;0,015433382;999;0;Flag;3,253073143;1;Pass;999;-1;0;Flag;84,66277067;999;1
S10-A66;ADNc-315;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,23028259;1;Pass;0,015433382;999;0;Flag;5,83636805;1;Pass;999;-1;0;Flag;84,46201946;999;1
S87-A66;ADNc-403;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,89314869;1;Pass;0,015433382;999;0;Flag;6,056186275;1;Pass;999;-1;0;Flag;84,47455939;999;1
S09-A66;ADNc-366;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,97773613;1;Pass;0,015433382;999;0;Flag;6,500033992;0,789819989;Pass;999;-1;0;Flag;84,65220265;999;1
S86-A66;ADNc-395;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,16413271;1;Pass;0,015433382;999;0;Flag;5,460928748;1;Pass;999;-1;0;Flag;84,66373977;999;1
S08-A66;ADNc-354;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,48244973;1;Pass;0,015433382;999;0;Flag;5,72688297;1;Pass;999;-1;0;Flag;84,58715782;999;1
S85-A66;ADNc-387;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,22545925;1;Pass;0,015433382;999;0;Flag;5,729192669;1;Pass;999;-1;0;Flag;84,4419567;999;1
S07-A66;ADNc-346;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;9,854413004;1;Pass;0,015433382;999;0;Flag;4,701986949;0,937986486;Pass;999;-1;0;Flag;84,67461511;999;1
S84-A66;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;STAT2;Test;ACTB,GAPDH,PPIA;12,17866877;0,965456605;Pass;0,015433382;0,522308597;0,965456605;Pass;6,321072795;0,919512481;Pass;0,332847538;0,793967832;0,855191018;Pass;84,57812596;999;1
S18-A66;ADNc-339;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,70898398;1;Pass;0,015433382;999;0;Flag;6,156694413;1;Pass;999;-1;0;Flag;84,65466733;999;1
S83-A66;ADNc-ANSES-9;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;12,17043972;0,764399187;Pass;0,015433382;0,524566801;0,764399187;Pass;5,669698214;0,764399187;Pass;-0,356138331;1,279995138;0,764399187;Pass;84,46519836;999;1
S17-A66;ADNc-413;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,64334751;1;Pass;0,015433382;999;0;Flag;5,234531151;1;Pass;999;-1;0;Flag;84,67827956;999;1
S82-A66;ADNc-ANSES-1;Reference;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,38681438;1;Pass;0,015433382;0;1;Pass;6,128131574;1;Pass;0;1;1;Pass;84,60732368;999;1
S16-A66;ADNc-405;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,35599296;1;Pass;0,015433382;999;0;Flag;4,474212024;1;Pass;999;-1;0;Flag;84,61962939;999;1
S81-A66;ADNc-309;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;17,24319029;1;Pass;0,015433382;999;0;Flag;5,167020171;1;Pass;999;-1;0;Flag;84,43701494;999;1
S15-A66;ADNc-397;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,33194093;1;Pass;0,015433382;999;0;Flag;5,318464562;1;Pass;999;-1;0;Flag;84,66330512;999;1
S80-A66;ADNc-364;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,55875548;1;Pass;0,015433382;999;0;Flag;5,808500859;1;Pass;999;-1;0;Flag;84,60589813;999;1
S14-A66;ADNc-389;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;16,16634102;1;Pass;0,015433382;999;0;Flag;4,991389741;1;Pass;999;-1;0;Flag;84,6130729;999;1
S79-A66;ADNc-352;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;8,226219566;1;Pass;0,015433382;999;0;Flag;4,612469978;0,533760149;Flag;999;-1;0;Flag;84,69467695;999;1
S13-A66;ADNc-381;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,74133673;1;Pass;0,015433382;999;0;Flag;5,140180777;1;Pass;999;-1;0;Flag;84,63639057;999;1
S78-A66;ADNc-344;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,31065632;1;Pass;0,015433382;999;0;Flag;5,435978022;0,854505761;Pass;999;-1;0;Flag;84,70569071;999;1
S24-A66;ADNc-ANSES-12;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;12,12643712;0,916843773;Pass;0,015433382;-0,260377266;0,916843773;Pass;6,645395995;0,862559147;Pass;0,517264421;0,698695416;0,862559147;Pass;84,61866377;999;1
S77-A66;ADNc-418;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,66659349;1;Pass;0,015433382;999;0;Flag;5,234600152;0,969165982;Pass;999;-1;0;Flag;84,68515494;999;1
S23-A66;ADNc-ANSES-4;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;12,46395669;0,992470499;Pass;0,015433382;0,077142309;0,992470499;Pass;6,233369585;0,911977672;Pass;0,105238011;0,929651559;0,911977672;Pass;84,58390346;999;1
S76-A66;ADNc-410;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,01236161;1;Pass;0,015433382;999;0;Flag;5,710657207;1;Pass;999;-1;0;Flag;84,64589527;999;1
S22-A66;ADNc-321;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,70025741;1;Pass;0,015433382;999;0;Flag;5,455778256;1;Pass;999;-1;0;Flag;84,62798019;999;1
S75-A66;ADNc-402;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,04453448;1;Pass;0,015433382;999;0;Flag;5,164322029;1;Pass;999;-1;0;Flag;84,66801925;999;1
S21-A66;ADNc-367;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,0497529;1;Pass;0,015433382;999;0;Flag;5,870415415;1;Pass;999;-1;0;Flag;84,67395588;999;1
S74-A66;ADNc-394;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,34681764;1;Pass;0,015433382;999;0;Flag;4,110219154;1;Pass;999;-1;0;Flag;84,67468402;999;1
S20-A66;ADNc-355;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,04935642;1;Pass;0,015433382;999;0;Flag;5,096690877;0,843409257;Pass;999;-1;0;Flag;84,71559687;999;1
S73-A66;ADNc-386;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,29198161;1;Pass;0,015433382;999;0;Flag;5,635952894;1;Pass;999;-1;0;Flag;84,62385802;999;1
S19-A66;ADNc-347;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,74671896;1;Pass;0,015433382;999;0;Flag;5,894364478;1;Pass;999;-1;0;Flag;84,70768142;999;1
S72-A66;ADNc-ANSES-16;Unknown;1;ADNc-ANSES-3;STAT2;Test;ACTB,GAPDH,PPIA;11,95094581;1;Pass;0,015433382;0,294585631;0,996261086;Pass;6,362695612;0,867540771;Pass;0,374470355;0,771388554;0,855191018;Pass;84,63738595;999;1
S30-A66;ADNc-340;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,25827246;1;Pass;0,015433382;999;0;Flag;5,152059796;1;Pass;999;-1;0;Flag;84,69066159;999;1
S71-A66;ADNc-ANSES-8;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;11,88801678;1;Pass;0,015433382;0,242143862;0,980267612;Pass;6,008420721;0,878641357;Pass;-0,017415824;1,012144887;0,878641357;Pass;84,61408206;999;1
S29-A66;ADNc-414;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,73187045;1;Pass;0,015433382;999;0;Flag;5,141580705;1;Pass;999;-1;0;Flag;84,70140049;999;1
S70-A66;ADNc-333;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;16,97112714;1;Pass;0,015433382;999;0;Flag;5,126827154;1;Pass;999;-1;0;Flag;84,66095406;999;1
S28-A66;ADNc-406;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,77062512;1;Pass;0,015433382;999;0;Flag;6,343615586;1;Pass;999;-1;0;Flag;84,62566925;999;1
S69-A66;ADNc-308;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;17,27250612;1;Pass;0,015433382;999;0;Flag;5,794143902;1;Pass;999;-1;0;Flag;84,63190271;999;1
S27-A66;ADNc-398;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,8678969;1;Pass;0,015433382;999;0;Flag;4,188203559;1;Pass;999;-1;0;Flag;84,69548485;999;1
S68-A66;ADNc-363;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,10246896;1;Pass;0,015433382;999;0;Flag;5,943436364;0,819856806;Pass;999;-1;0;Flag;84,70228683;999;1
S26-A66;ADNc-390;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,13523113;1;Pass;0,015433382;999;0;Flag;5,188447924;1;Pass;999;-1;0;Flag;84,68444903;999;1
S67-A66;ADNc-351;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,74273547;1;Pass;0,015433382;999;0;Flag;5,222884232;1;Pass;999;-1;0;Flag;84,71550645;999;1
S25-A66;ADNc-382;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,40170395;1;Pass;0,015433382;999;0;Flag;5,526597061;1;Pass;999;-1;0;Flag;84,6341451;999;1
S66-A66;ADNc-343;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,38751925;1;Pass;0,015433382;999;0;Flag;5,914671303;0,7801451;Pass;999;-1;0;Flag;84,73062634;999;1
S36-A66;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;12,85554892;1;Pass;0,015433382;1,209676004;0,980267612;Pass;6,293767004;0,952590644;Pass;0,267930459;0,830510055;0,900271744;Pass;84,5898463;999;1
S65-A66;ADNc-417;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,88048885;1;Pass;0,015433382;999;0;Flag;5,027317125;1;Pass;999;-1;0;Flag;84,70889769;999;1
S35-A66;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;12,395175;1;Pass;0,015433382;0,008360616;1;Pass;6,292552407;0,956779959;Pass;0,164420832;0,892286655;0,956779959;Pass;84,61298279;999;1
S64-A66;ADNc-409;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,74342026;1;Pass;0,015433382;999;0;Flag;4,964102752;1;Pass;999;-1;0;Flag;84,6371818;999;1
S34-A66;ADNc-326;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,59213699;1;Pass;0,015433382;999;0;Flag;5,08246275;1;Pass;999;-1;0;Flag;84,67056949;999;1
S63-A66;ADNc-401;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,65644384;1;Pass;0,015433382;999;0;Flag;4,314780785;1;Pass;999;-1;0;Flag;84,63526766;999;1
S33-A66;ADNc-368;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,44797079;1;Pass;0,015433382;999;0;Flag;3,786488249;1;Pass;999;-1;0;Flag;84,60628212;999;1
S62-A66;ADNc-393;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,12703046;1;Pass;0,015433382;999;0;Flag;5,434429239;1;Pass;999;-1;0;Flag;84,69032461;999;1
S32-A66;ADNc-356;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,98914233;1;Pass;0,015433382;999;0;Flag;5,39153393;1;Pass;999;-1;0;Flag;84,63813846;999;1
S61-A66;ADNc-385;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,76429952;1;Pass;0,015433382;999;0;Flag;5,236748016;1;Pass;999;-1;0;Flag;84,65403699;999;1
S31-A66;ADNc-348;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,84617908;1;Pass;0,015433382;999;0;Flag;5,120346626;1;Pass;999;-1;0;Flag;84,64077169;999;1
S60-A66;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;12,65323342;1;Pass;0,015433382;1,007360501;0,980267612;Pass;6,226968199;1;Pass;0,201131654;0,869867969;0,900271744;Pass;84,60246376;999;1
S42-A66;ADNc-341;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,45128217;1;Pass;0,015433382;999;0;Flag;5,368286499;1;Pass;999;-1;0;Flag;84,68074123;999;1
S59-A66;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;13,1241217;1;Pass;0,015433382;1,478248779;0,980267612;Pass;5,782301321;1;Pass;-0,243535224;1,183890151;0,900271744;Pass;84,61252553;999;1
S41-A66;ADNc-415;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,05490666;1;Pass;0,015433382;999;0;Flag;4,430710642;1;Pass;999;-1;0;Flag;84,65314091;999;1
S58-A66;ADNc-332;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,44682841;1;Pass;0,015433382;999;0;Flag;5,841840426;1;Pass;999;-1;0;Flag;84,39732056;999;1
S40-A66;ADNc-407;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,51993887;1;Pass;0,015433382;999;0;Flag;5,269383838;1;Pass;999;-1;0;Flag;84,597377;999;1
S57-A66;ADNc-370;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,76023391;1;Pass;0,015433382;999;0;Flag;5,619380257;0,996906512;Pass;999;-1;0;Flag;84,65273744;999;1
S39-A66;ADNc-399;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,21411169;1;Pass;0,015433382;999;0;Flag;4,816072554;1;Pass;999;-1;0;Flag;84,65104753;999;1
S56-A66;ADNc-362;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,22530829;1;Pass;0,015433382;999;0;Flag;4,033288763;1;Pass;999;-1;0;Flag;84,60121736;999;1
S38-A66;ADNc-391;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,4851439;1;Pass;0,015433382;999;0;Flag;4,451171812;1;Pass;999;-1;0;Flag;84,68275648;999;1
S55-A66;ADNc-350;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,06941239;1;Pass;0,015433382;999;0;Flag;5,15667261;1;Pass;999;-1;0;Flag;84,64115599;999;1
S37-A66;ADNc-383;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,15536499;1;Pass;0,015433382;999;0;Flag;5,249966744;1;Pass;999;-1;0;Flag;84,43229851;999;1
S54-A66;ADNc-342;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;10,29324829;1;Pass;0,015433382;999;0;Flag;5,083221176;0,85692299;Pass;999;-1;0;Flag;84,71530828;999;1
S48-A66;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;STAT2;Test;ACTB,GAPDH,PPIA;12,4224366;1;Pass;0,015433382;0,776563675;0,980267612;Pass;6,270145983;0,951337476;Pass;0,244309438;0,844219795;0,900271744;Pass;84,61209163;999;1
S53-A66;ADNc-416;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,51420789;1;Pass;0,015433382;999;0;Flag;5,831635659;0,983740237;Pass;999;-1;0;Flag;84,69837919;999;1
S47-A66;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;STAT2;Test;ACTB,GAPDH,PPIA;11,97421673;1;Pass;0,015433382;-0,412597654;1;Pass;6,090613541;0,804790657;Pass;-0,037518034;1,026346613;0,804790657;Pass;84,59912956;999;1
S52-A66;ADNc-408;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;13,51358558;1;Pass;0,015433382;999;0;Flag;5,243525669;1;Pass;999;-1;0;Flag;84,68341371;999;1
S46-A66;ADNc-327;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;16,52958617;1;Pass;0,015433382;999;0;Flag;4,624667975;1;Pass;999;-1;0;Flag;84,66307441;999;1
S51-A66;ADNc-400;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;15,81476392;1;Pass;0,015433382;999;0;Flag;5,572682508;1;Pass;999;-1;0;Flag;84,6904659;999;1
S45-A66;ADNc-369;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;11,43604547;1;Pass;0,015433382;999;0;Flag;6,044345096;0,875718733;Pass;999;-1;0;Flag;84,74385392;999;1
S50-A66;ADNc-392;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,73928066;1;Pass;0,015433382;999;0;Flag;5,425276319;1;Pass;999;-1;0;Flag;84,82727908;999;1
S44-A66;ADNc-357;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;9,670525011;1;Pass;0,015433382;999;0;Flag;5,852561938;0,60175174;Flag;999;-1;0;Flag;84,80973776;999;1
S49-A66;ADNc-384;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;14,34707918;1;Pass;0,015433382;999;0;Flag;4,645501604;1;Pass;999;-1;0;Flag;84,84479369;999;1
S43-A66;ADNc-349;Unknown;1;;STAT2;Test;ACTB,GAPDH,PPIA;12,77135335;1;Pass;0,015433382;999;0;Flag;5,495169329;1;Pass;999;-1;0;Flag;84,9217774;999;1
S96-A05;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;STAT3;Test;ACTB,GAPDH,PPIA;9,577118509;1;Pass;0,015433382;0,007333429;0,886473436;Pass;3,922972992;0,92858295;Pass;0,021322832;0,985328825;0,855191018;Pass;82,64083471;999;1
S06-A05;ADNc-338;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;11,40335428;1;Pass;0,015433382;999;0;Flag;4,205720257;1;Pass;999;-1;0;Flag;82,58293536;999;1
S95-A05;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;STAT3;Test;ACTB,GAPDH,PPIA;9,570217156;0,824812587;Pass;0,015433382;-0,374004745;0,824812587;Pass;3,721425162;0,776069412;Pass;0,035886071;0,975432488;0,776069412;Pass;82,32601273;999;1
S05-A05;ADNc-412;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;13,21337603;1;Pass;0,015433382;999;0;Flag;3,612735131;1;Pass;999;-1;0;Flag;82,22716093;999;1
S94-A05;ADNc-ANSES-2;Reference;1;;STAT3;Test;ACTB,GAPDH,PPIA;8,961355937;1;Pass;0,015433382;0;1;Pass;3,341319562;0,900271744;Pass;0;1;0,900271744;Pass;82,25956958;999;1
S04-A05;ADNc-404;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;13,71991669;1;Pass;0,015433382;999;0;Flag;4,428014451;1;Pass;999;-1;0;Flag;82,15056395;999;1
S93-A05;ADNc-314;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;12,94452494;1;Pass;0,015433382;999;0;Flag;4,798788644;1;Pass;999;-1;0;Flag;82,14684136;999;1
S03-A05;ADNc-396;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;12,70040473;1;Pass;0,015433382;999;0;Flag;4,600237413;1;Pass;999;-1;0;Flag;82,10627841;999;1
S92-A05;ADNc-365;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;11,89747784;1;Pass;0,015433382;999;0;Flag;1,961474184;1;Pass;999;-1;0;Flag;82,08657789;999;1
S02-A05;ADNc-388;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;13,04737248;1;Pass;0,015433382;999;0;Flag;4,464334562;1;Pass;999;-1;0;Flag;82,15330941;999;1
S91-A05;ADNc-353;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;10,13368173;1;Pass;0,015433382;999;0;Flag;5,270026333;0,876508807;Pass;999;-1;0;Flag;82,13995943;999;1
S01-A05;ADNc-380;Unknown;1;;STAT3;Test;ACTB,GAPDH,PPIA;13,45044438;1;Pass;0,015433382;999;0;Flag;4,227724937;1;Pass;999;-1;0;Flag;82,07265727;999;1
